,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
7402,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,19552,tt0107617,vi,Mùi đu đủ xanh,"A little girl, Mui, went to a house as a new servant. The mother still mourns the death of her daughter, who would have been Mui's age. In her mind she treated Mui as her daughter. 10 years later Mui (now a young woman) was sent to another family, a young pianist and his wife. The musician falls in love with the peasant, he taught her literacy and they eventually married. A movie about a girl's life.",3.481652,/qtkmzIwt3KLP49VPPeQJ2xAruOv.jpg,"[{'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'Les Productions Lazennec', 'id': 5869}, {'name': 'Sacem', 'id': 11699}, {'name': 'La Sept Cinéma', 'id': 16366}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Ministère de la Culture et de la Communication', 'id': 25818}, {'name': 'SFP Cinema', 'id': 75458}, {'name': 'La Fondation Gan pour le Cinéma', 'id': 84254}]","[{'iso_3166_1': 'VN', 'name': 'Vietnam'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1993-06-08,0.0,104.0,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,,The Scent of Green Papaya,False,7.4,37.0
7521,False,,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,13122,tt0105121,en,The People Under the Stairs,"When young Fool breaks into the home of his family's greedy and uncaring landlords, he discovers a disturbing scenario where incestuous adult siblings have mutilated a number of boys and kept them imprisoned under stairs in their large, creepy house. As Fool attempts to flee before the psychopaths can catch him, he meets their daughter, Alice, who has been spared any extreme discipline by her deranged parents. Can Fool and Alice escape before it's too late?",12.709349,/jQib0QxTFN8BDjpnQEeyLzfzlLU.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alive Films', 'id': 17823}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-11-01,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In every neighborhood there is one house that adults whisper about and children cross the street to avoid.,The People Under the Stairs,False,6.4,150.0
43840,False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.crownintlpictures.com/tztitles.html,80211,tt0088385,en,Weekend Pass,"Three rookie sailors who have just completed basic training are out on their first weekend pass. As they hit one bar after another, they soon forget everything the Navy ever taught them.",0.442148,/dtjE9f5b7UjhbBJlbsLV0T5VuUr.jpg,"[{'name': 'Marimark Productions', 'id': 1010}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-02-03,21058000.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,72 Hours of liberty to forget everything the navy taught them,Weekend Pass,False,4.0,2.0
14053,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,30319,tt0756703,en,Feel The Noise,"After a run-in with local thugs, aspiring Harlem rapper Rob flees to a place and father he never knew, and finds his salvation in Reggaeton, a spicy blend of hip-hop, reggae and Latin beats. Puerto Rico, the spiritual home of Reggaeton, inspires Rob and his step-brother Javi to pursue their dream of becoming Reggaeton stars. Together with a dancer named C.C., they learn what it means to stay true to themselves and each other, while overcoming obstacles in love, greed and pride, all culminating in an explosive performance at New York’s Puerto Rican Day Parade.",1.81704,/wsJryrcbiY9BmMPyZ9wBRTm2eWw.jpg,"[{'name': 'Nuyorican Productions', 'id': 1620}, {'name': 'Sony BMG Feature Films', 'id': 37764}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-05,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Feel The Noise,False,3.9,9.0
44520,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,96005,tt2062714,pl,Wymyk,"Alfred and Jerzy take part in a brutal incident: during a train ride, a couple of hooligans harass a young woman. Jerzy stands in her defense. Alfred hesitates and becomes a helpless bystander as his younger brother is thrown off the moving train. 'Courage' is about people whose lives get disturbed by a violent act, which forces them to reveal who they really are.",0.149618,/jUgGs9nCeTt0HZlChzaKvMGl1Qf.jpg,"[{'name': 'Opus Film', 'id': 6477}, {'name': 'Polski Instytut Sztuki Filmowej', 'id': 11240}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",2011-11-18,0.0,85.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Courage,False,7.1,4.0
9647,False,,18339750,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",http://www.downfallthefilm.com/,613,tt0363163,de,Der Untergang,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",7.69224,/2QmpblYvUThzBQ4ArdT1Kp43DZi.jpg,"[{'name': 'Degeto Film', 'id': 986}, {'name': 'EOS Entertainment', 'id': 2278}, {'name': 'Rai Cinema', 'id': 2683}, {'name': 'Österreichischer Rundfunk (ORF)', 'id': 3391}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Norddeutscher Rundfunk (NDR)', 'id': 7201}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2004-09-08,92180910.0,156.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"April 1945, a nation awaits its...Downfall",Downfall,False,7.7,1059.0
21115,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,68556,tt1450320,es,Días de gracia,"Mexico City. 2002, 2006, 2010. A cop. A hostage. A wife. Corruption, violence, vengeance. Three destinies, during 30 days, during three Soccer World Cups. Three ways to fight in order to survive.",1.350744,/Bn2VZzK7JKLD5LqrRq86zVCi1.jpg,"[{'name': 'ARP Sélection', 'id': 189}, {'name': 'Arte Mecánica', 'id': 16290}, {'name': 'Casa B Productions', 'id': 54960}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2011-05-17,0.0,133.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Days of Grace,False,6.1,5.0
16376,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",http://www.andsoonthedarkness.com,33107,tt1391034,en,And Soon the Darkness,"When two American girls on a bike trip in a remote part of Argentina split up and one of them goes missing, the other must find her before her worst fears are realized.",6.904518,/axUlSzxeMCb6HzRaaGvvQpxgqkP.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Abandon Pictures', 'id': 2289}, {'name': 'Sandbar Pictures', 'id': 3898}, {'name': 'Anchor Bay Entertainment', 'id': 16839}, {'name': 'Redrum Films', 'id': 49092}, {'name': 'Utópica Cine', 'id': 51901}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-25,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Alone. Stranded. No One to Trust.,And Soon the Darkness,False,5.0,106.0
8722,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,25627,tt0071431,it,Non si deve profanare il sonno dei morti,"A cop chases two hippies suspected of a series of Manson family-like murders; unbeknown to him, the real culprits are the living dead, brought to life with a thirst for human flesh after government officials conduct pest control experiments using subsonic waves in the area.",2.511806,/1rYKFvBJYdG6EBdlC4NkDTDrWxV.jpg,"[{'name': 'Flaminia Produzioni Cinematografiche', 'id': 1526}, {'name': 'Star Films S.A.', 'id': 4964}, {'name': ', Flaminia Produzioni Cinematografiche', 'id': 6210}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1974-11-28,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,They tampered with nature - now they must pay the price...,The Living Dead at Manchester Morgue,False,6.3,41.0
8549,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,64568,tt0055505,en,Taste of Fear,"A wheelchair-bound young girl returns to her father's estate after ten years, and although she's told he's away, she keeps seeing his dead body on the estate.",0.989954,/xEcaksr2lg0xsYyeIlcg6hY9w6E.jpg,"[{'name': 'Hammer Film Productions', 'id': 1314}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1961-06-05,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For maximum thrill . . . we earnestly urge you to see this motion picture from the start!,Taste of Fear,False,6.7,15.0
21699,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,168051,tt1893326,en,Scatter My Ashes at Bergdorf's,It's the most mythic of all American emporiums - and the scene of many an ultimate fashion fantasy. Now audiences get a rarified chance to peek behind the backroom doors and into the reality of the fascinating inner workings and fabulous untold stories from Bergdorf Goodman's iconic history in Scatter My Ashes at Bergdorf's.,0.017563,/aPb71gHZ4buK8PQyABIXGRd2Hee.jpg,[],[],2013-05-03,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"If fashion had a home, this would be the address.",Scatter My Ashes at Bergdorf's,False,5.8,8.0
40386,False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.jack-film.de/,254323,tt3469918,de,Jack,"Although he is only ten years old, Jack is responsible for himself and his little brother Manuel and this fills him with pride. Their single mother works during the day and often goes out at night. There’s no father in sight. One day, Manuel burns himself with boiling hot water while bathing and Jack is blamed for the incident. It's reason enough for social services to put him in a home where he is dreadfully homesick. He soon gets into trouble and bolts, heading for home. He arrives back, only to find his mother is once again absent. Jack and Manuel roam the city in search of her. They sleep in parks and in an underground car park, run away from the police and encounter adults, some of whom help and others who are indifferent.",0.879124,/vQJJjRvalQBNmykdGBh2A46A38R.jpg,"[{'name': 'Port au Prince Film & Kultur Produktion', 'id': 63193}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2014-10-09,0.0,103.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Jack,False,7.8,9.0
26219,False,,0,[],,124998,tt2096541,en,Method to the Madness of Jerry Lewis,"It will surprise few to discover that star of stage and screen Jerry Lewis has sought to amuse others since he was five years old. Since that early age, audiences split their sides watching his wacky antics, whilst wannabe comics aspired to his prolific career, from his solo work to his double act with Dean Martin.  Indeed, many of his famous fans share stories of affection and admiration for the now 86-year-old performer and filmmaker in Gregg Barson’s documentary. Steven Spielberg, Quentin Tarantino, Eddie Murphy and Jerry Seinfeld are among those waxing lyrical about Lewis’ particular brand of genius, and his place in the annals of history.  Including a cavalcade of hilarious clips from eight decades in the spotlight, Method to the Madness of Jerry Lewis examines the icon and his influence, and is essential viewing for aficionados of the man and his legacy.",1.513452,/4gCgluF2mXYol8Q6A1fVRr4hDDx.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-12-17,0.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Method to the Madness of Jerry Lewis,False,7.0,1.0
5706,False,,1000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,44247,tt0082951,en,The Prowler,"A masked killer, wearing World War II U.S. Army fatigues, stalks a small New Jersey town bent on reliving a 35-year-old double murder by focusing on a group of college kids holding an annual Spring Dance.",2.887538,/aPYEX5LmfM0rIwZ3XbOp5Unz3Bw.jpg,"[{'name': 'Graduation', 'id': 46431}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-11-06,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It will freeze your blood.,The Prowler,False,6.4,38.0
36023,False,,0,[],,264036,tt2005299,ru,Небесный суд,,2.176924,/g5mLqzdBYGfdLnNgtTK8cnYrFYR.jpg,[],[],2012-05-31,0.0,0.0,[],Released,,Heavenly Judgement,False,6.3,6.0
26689,False,,0,"[{'id': 53, 'name': 'Thriller'}]",,217896,tt2569236,en,Suddenly,"Four assassins led by Baron, pose as Secret Service agents to commandeer the house of war-widow ELLEN. Her home is a prime sniper position for their plan to assassinate the President on his visit to the small town of Suddenly. The men fool the local cops except for one, TODD. A washed-up former war hero and deputy who is now the town drunk, Todd served with Ellen’s deceased husband and has developed romantic feelings for her over the years. But she rebuffs his advances. Todd visits the house and is immediately suspicious of Baron, but no one will listen to the ravings of a drunk. Once Todd realizes what is going on, he manages to kill one of Baron’s crew, but is captured. Now he and Ellen must find a way to stop Baron and his men before they kill the President.",2.604777,/ckdxYSe06rqBNVqx6cO5ZVWIzmO.jpg,"[{'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Nasser Entertainment Group', 'id': 16554}, {'name': 'Odyssey Media', 'id': 17161}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-08-08,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Suddenly,False,3.7,20.0
15057,False,,0,"[{'id': 18, 'name': 'Drama'}]",,48688,tt0064828,it,Porcile,"Two dramatic stories. In an undetermined past, a young cannibal (who killed his own father) is condemned to be torn to pieces by some wild beasts. In the second story, Julian, the young son of a post-war German industrialist, is on the way to lie down with his farm's pigs, because he doesn't like human relationships.",1.578564,/tWCT38QGoJLipKFLA7l1br3N40H.jpg,"[{'name': 'IDI Cinematografica', 'id': 22423}, {'name': ""I Film Dell'Orso"", 'id': 91219}, {'name': 'Internazionale Nembo Distribuzione Importazione Esportazione Film (INDIEF)', 'id': 91220}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1969-09-28,0.0,99.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"I killed my father, I ate human flesh, and I quiver with joy.",Pigsty,False,7.4,24.0
37484,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,10125,tt0329083,hr,Fine mrtve djevojke,"Iva and Maria, a young lesbian pair, rent a favorable, nice dwelling in a less good area of Zagreb, Croatia. But unfortunately, included in the rent are the neighbors, the neighbors from hell. The curious landlady, foreigners flogging nationalists, an old man, who live with his dead wife and a man, who beat his wife regularly, are just one part of this neighbourhood. When one of the neighbors falls in love with Iva, the situation escalates - with the result of three dead people at the end.",0.427798,/QZgDkbLUpewo57tb9euJKFZ3T5.jpg,"[{'name': 'Alka-Film Zagreb', 'id': 39832}]","[{'iso_3166_1': 'HR', 'name': 'Croatia'}]",2002-06-24,0.0,77.0,"[{'iso_639_1': 'hr', 'name': 'Hrvatski'}]",Released,A movie about horror that homosexual couples are going through.,Fine Dead Girls,False,5.8,9.0
489,False,,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,2320,tt0116253,en,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",13.106291,/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-15,121969216.0,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fasten your seat belts,Executive Decision,False,5.8,261.0
3378,False,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1700,tt0100157,en,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",15.020845,/s0Ot5zUmVF1jSN9WpBHRafvUPld.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-28,61276872.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Paul Sheldon used to write for a living. Now, he's writing to stay alive.",Misery,False,7.6,1085.0
8368,False,,0,"[{'id': 27, 'name': 'Horror'}]",,23389,tt0028174,en,Revolt of the Zombies,"The story is set in Cambodia in the years following WWI. Evil Count Mazovia (Roy D'Arcy) has come into possession of the secret methods by which dead men can be transformed into walking zombies and uses these unholy powers to create a race of slave laborers. An expedition is sent to the ruins of Angkor Wat, in hopes of ending Mazovia's activities once and for all. Unfortunately, Armand (Dean Jagger), one of the members of the expedition, has his own agenda.",0.482454,/7MPo8rp7bTUpsaseVLBDQJwugse.jpg,"[{'name': 'Edward Halperin Productions', 'id': 4603}, {'name': 'Victor Halperin Productions', 'id': 4604}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-06-04,0.0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,WEIRDEST LOVE STORY IN 2000 YEARS!,Revolt of the Zombies,False,3.0,3.0
